"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"CASA DEL FORESTAL";"Paseo PASEO FORESTAL, S/N";"47639";"Valladolid";"Villalba de los Alcores";"VILLALBA DE LOS ALCORES";"VILLALBA DE LOS ALCORES";"983721500";"";"";"";"ayto.villalba.alcores@dip-valladolid.es";"";"";"";"";"-4,8580686";"41,8630516";
"Casa Rural de Alquiler";"EL PAJAR DE TASIO";"Plaza PLAZA MAYOR, 6";"47132";"Valladolid";"San Miguel del Pino";"SAN MIGUEL DEL PINO";"SAN MIGUEL DEL PINO";"627522559";"983795104";"";"";"info@casalacentralita.com";"";"";"";"";"-4,911707";"41,5094063";
"Casa Rural de Alquiler";"LA CENTRALITA";"Plaza PLAZA MAYOR, 7";"47132";"Valladolid";"San Miguel del Pino";"SAN MIGUEL DEL PINO";"SAN MIGUEL DEL PINO";"627522553";"609903787";"";"";"info@casalacentralita.com";"";"";"";"";"-4,9117185";"41,5094341";
"Casa Rural de Alquiler";"EL REFUGIO DE ARAVALLE";"AVDA. DE PORTUGAL, 30";"05693";"Ávila";"Umbrías";"HUSTIAS";"HUSTIAS";"619481684";"920085020";"";"";"info@aravalle.com";"www.aravalle.com";"";"";"";"-5,5876794";"40,3081804";
"Casa Rural de Alquiler";"LOS TASAJOS";"C/ MAYOR, 23";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"";"920 360279";"665361150";"";"";"";"";"";"";"";"-5,4667211";"40,4381023";
"Casa Rural de Alquiler";"EL ARROYUELO";"CTRA. DE BARCO, S/N";"05635";"Ávila";"Navarredonda de Gredos";"BARAJAS";"";"920348126";"676564584";"";"";"";"";"";"";"";"-5,1459917";"40,3620482";
"Casa Rural de Alquiler";"VALDEASCAS";"C/VICENTE PASCUA, S/N";"05635";"Ávila";"Navarredonda de Gredos";"BARAJAS";"BARAJAS";"920 348292";"629908275";"";"";"";"";"";"Si";"";"-5,1324826";"40,3619963";
"Casa Rural de Alquiler";"LOS LINARES";"NAVARRO, 1";"42180";"Soria";"Almajano";"ALMAJANO";"ALMAJANO";"975251022";"";"";"";"";"";"";"";"";"-2,3411933";"41,8500181";
"Casa Rural de Alquiler";"EL BOTON CHARRO I";"LA IGLESIA, 10, PTA. PRIMERA";"37710";"Salamanca";"Candelario";"CANDELARIO";"";"607 539020";"661 419861";"";"923 265187";"pealco@algara.com";"www.elbotoncharro.com";"";"";"";"-5,7445072";"40,3680446";
"Casa Rural de Alquiler";"EL BOTON CHARRO II";"LA IGLESIA, 10, PTA. SEGUNDA";"37710";"Salamanca";"Candelario";"CANDELARIO";"";"607 539020";"661 419861";"";"923 265187";"pealco@algara.com";"www.elbotoncharro.com";"";"";"";"-5,7445072";"40,3680446";
"Casa Rural de Alquiler";"EL MANANTIAL";"ALAMEDA VIEJA, 15";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"605571817";"635157560";"";"";"info@casaruralelmanantial.es";"www.casaruralelmanantial.es";"";"Si";"";"-6,4019334";"40,6755761";
"Casa Rural de Alquiler";"""CASA SARMIENTO""";"C/ VILLA, 6";"34128";"Palencia";"Loma de Ucieza";"GOZON DE UCIEZA";"GOZON DE UCIEZA";"979885136";"679601883";"628879464";"";"info@casasarmiento.es";"www.casasarmiento.es";"";"Si";"";"-4,6098622";"42,4487048";
"Casa Rural de Alquiler";"LA CASA DE LUCIA A";"C/ REAL S/N";"34810";"Palencia";"Aguilar de Campoo";"MATALBANIEGA";"MATALBANIEGA";"627500110-11-12 (3)";"979122649";"";"";"info@lacasadelucia.com";"";"";"";"";"-4,2390083";"42,8568556";
"Casa Rural de Alquiler";"LA CASA DE LUCIA B";"C/ REAL S/N";"34810";"Palencia";"Aguilar de Campoo";"MATALBANIEGA";"MATALBANIEGA";"627500110-11-12";"979122649";"";"";"lgutia@gmail.cominfo@lacasadelucia.com";"";"";"";"";"-4,2390083";"42,8568556";
"Casa Rural de Alquiler";"CASA OSCAR";"C/ SAN LEONARDO, S/N";"05160";"Ávila";"Ávila";"NARRILLOS DE SAN LEONARDO";"NARRILLOS DE SAN LEONARDO";"699478485";"";"";"";"";"";"";"";"";"-4,7247687";"40,6952109";
"Casa Rural de Alquiler";"LAS CALENDAS";"CL/ BURGOS, 32";"09193";"Burgos";"Castrillo del Val";"CASTRILLO DEL VAL";"";"650840548";"696361445";"";"";"";"";"";"";"";"-3,5864192";"42,3145981";
"Casa Rural de Alquiler";"LA ARAÑA";"C/LA ARAÑA, 1";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"655549410";"655549409";"";"";"";"";"";"";"";"-4,6961134";"40,3170527";
"Casa Rural de Alquiler";"EL RINCON DE ANTER A";"C/ISLAS FILIPINAS, 9";"05427";"Ávila";"Higuera de las Dueñas";"HIGUERA DE LAS DUEÑAS";"HIGUERA DE LAS DUEÑAS";"620067259";"686201584";"";"";"correo@elrincondeanter.com";"www.elrincondeanter.com";"";"";"";"-4,6010634";"40,2380597";
"Casa Rural de Alquiler";"EL RINCON DE ANTER B";"C/ISLAS FILIPINAS, 9-1º";"05427";"Ávila";"Higuera de las Dueñas";"HIGUERA DE LAS DUEÑAS";"HIGUERA DE LAS DUEÑAS";"686201584";"620067259";"";"";"correo@elrincondeanter.com";"www.elrincondeanter.com";"";"";"";"-4,6010634";"40,2380597";
"Centro de Turismo Rural";"LA CASA DE LA PRADERA";"LA CAMPAZA, 60";"24270";"León";"Carrizo";"CARRIZO DE LA RIBERA";"CARRIZO DE LA RIBERA";"987357451";"";"";"";"reservas@casadelapradera.es";"www.casadelapradera.es";"";"";"";"-5,8572095";"42,587676";
"Centro de Turismo Rural";"LA NORIA (CIERRE TEMPORAL)";"SAN LORENZO, 10";"24765";"León";"Villamontán de la Valduerna";"VALLE DE LA VALDUERNA";"VALLE DE LA VALDUERNA";"987640630";"";"";"";"";"";"";"";"";"-5,9766728";"42,3129769";
"Casa Rural de Alquiler";"LA TEJERA NEGRA";"C/ DOCTOR TAPIA, 12  A";"40510";"Segovia";"Riaza";"MUYO (EL)";"";"921125413";"659104448";"";"";"";"";"";"";"";"-3,317561";"41,2842407";
"Casa Rural de Alquiler";"LOS ARCOS";"C/ LOS ARCOS, Nº 4";"40217";"Segovia";"Fresneda de Cuéllar";"FRESNEDA DE CUELLAR";"FRESNEDA DE CUELLAR";"983620232";"618968880";"";"";"";"";"";"";"";"-4,4494937";"41,3184946";
"Casa Rural de Alquiler";"EL CORAZÓN VERDE. EL PAJAR";"Calle La Cruz 16";"49214";"Zamora";"Fariza";"BADILLA";"BADILLA";"980618431";"689228019";"";"";"info@elcorazonverde.es";"www.elcorazonverde.es";"";"";"";"-6,2680717";"41,4170113";
"Casa Rural de Alquiler";"EL CORAZON VERDE. LA CASA";"Calle La Cruz 16";"49214";"Zamora";"Fariza";"BADILLA";"BADILLA";"980618431";"689228019";"";"";"info@elcorazonverde.es";"www.elcorazonverde.es";"";"";"";"-6,253611";"41,453055";
"Casa Rural de Alquiler";"CASA ZAPATERO";"FONTANICA, 7";"37173";"Salamanca";"Trabanca";"TRABANCA";"TRABANCA";"923245845";"665089653";"";"";"";"";"";"Si";"";"-6,3852901";"41,2326048";
"Casa Rural de Alquiler";"ABUELO ADON";"TRAVESÍA DEL HORNO, 309";"05130";"Ávila";"Solosancho";"BATERNA";"BATERNA";"920 29 13 45";"679619007";"";"";"";"";"";"";"";"-4,9343059";"40,5529009";
"Casa Rural de Alquiler";"MARINACELI";"CL /REAL, 5";"09123";"Burgos";"Sasamón";"OLMILLOS DE SASAMON";"";"627285462";"";"";"";"";"";"";"";"";"-4,0611941";"42,3585001";
"Casa Rural de Alquiler";"EL LAGAR (BAJA TEMPORAL)";"C/ SAN ISIDRO, 53";"05192";"Ávila";"Serrada (La)";"SERRADA (LA)";"SERRADA (LA)";"920 2651 14";"649947846";"";"";"";"";"";"";"";"-4,7927626";"40,6297203";
"Casa Rural de Alquiler";"LAS ATALAYAS I";"FINCA LA CERCONA, APDO. DE CORREOS 93";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"920 377306";"666540667";"";"";"lasatalayas@chozos detejea.com";"www.chozosdetejea.com";"";"";"";"-5,2660879";"40,1495014";
"Centro de Turismo Rural";"CAMPOELVALLE";"CL/ PEÑANOSO,10";"09611";"Burgos";"Hacinas";"HACINAS";"";"947380463";"";"";"";"";"";"";"";"";"-3,2874847";"41,9852974";
"Casa Rural de Alquiler";"LAS ATALAYAS II";"FINCA LA CERCONA, APDO. CORREOS 93";"05480";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"920 377306";"";"";"";"lasatalayas@chozosdetejea.com";"www.chozosdetejea.com";"";"";"";"-5,2437617";"40,1552359";
"Casa Rural de Alquiler";"TIA NARCISA (BAJA TEMPORAL)";"PLAZA DE LA FUENTE, 2";"05696";"Ávila";"San Lorenzo de Tormes";"SAN LORENZO DE TORMES";"SAN LORENZO DE TORMES";"616118253";"";"";"";"";"";"";"";"";"-5,4892942";"40,4175875";
"Casa Rural de Alquiler";"CASA TERESA";"PARAJE DE LA PEGUERA";"05113";"Ávila";"Burgohondo";"BURGOHONDO";"";"920 28 31 05";"607586035";"";"";"";"";"";"";"";"-4,7853033";"40,4135077";
"Casa Rural de Alquiler";"LA CHAPARRERA";"C/LA FRAGUA, S/N";"05130";"Ávila";"Solosancho";"SOLOSANCHO";"SOLOSANCHO";"669884536";"615125263";"";"";"";"";"";"";"";"-4,9041177";"40,5526241";
"Casa Rural de Alquiler";"EL VALLEJO";"C/ LA FRAGUA, S/N";"05130";"Ávila";"Solosancho";"SOLOSANCHO";"SOLOSANCHO";"669884536";"615125263";"";"";"";"";"";"";"";"-4,9041177";"40,5526241";
"Casa Rural de Alquiler";"""TARDES AL SOL""";"C/ REAL, S/N";"34830";"Palencia";"Salinas de Pisuerga";"RENEDO DE ZALIMA";"RENEDO DE ZALIMA";"606738696";"606738696";"";"";"tardesalsol@hotmail.com";"www.toprural.com/tardesalsol";"";"";"";"-4,3633717";"42,8765012";
"Casa Rural de Alquiler";"VILLA LUZ III";"ANSELMO DE LA ORDEN, 37";"42146";"Soria";"Abejar";"ABEJAR";"ABEJAR";"655594985";"975373117";"";"";"";"";"";"";"";"-2,7877858";"41,806556";
"Casa Rural de Alquiler";"TIO VICENTE";"CTRA. PANDORADO, 2";"24397";"León";"Quintana del Castillo";"ABANO";"ABANO";"649732205";"";"";"";"";"www.casaruraltiovicente.es";"";"Si";"";"-5,9783367";"42,6860869";
"Casa Rural de Alquiler";"LA PEQUEÑA";"Calle LA PRESA, s/n";"24415";"León";"Ponferrada";"VILLANUEVA DE VALDUEZA";"VILLANUEVA DE VALDUEZA";"987424064";"625616137";"";"";"crural@elpineo.com";"www.elpineo.com";"";"";"";"-6,6001071";"42,5524717";
"Casa Rural de Alquiler";"CASA CHICA (BAJA TEMPORAL)";"C/ CARRETERA, 48";"05696";"Ávila";"San Lorenzo de Tormes";"SAN LORENZO DE TORMES";"SAN LORENZO DE TORMES";"616118253";"";"";"";"";"";"";"";"";"-5,4882782";"40,3696869";
"Casa Rural de Alquiler";"CASA DE BERMUDILLO II";"Paraje DEHESA DE BERMUDILLO";"05140";"Ávila";"Martiherrero";"MARTIHERRERO";"MARTIHERRERO";"609000404";"920208520";"";"";"info@casasdebermudillo.com";"www.casasdebermudillo.com";"";"";"";"-4,779972";"40,6740137";
"Centro de Turismo Rural";"CASA DEHECHIZO";"C/ CAMINO DE TORREIGLESIAS, S/N";"40181";"Segovia";"Turégano";"CARRASCAL";"CARRASCAL";"902996274";"656873138";"";"";"";"www.HOTELESCONHECHIZO.COM";"";"";"";"-3,9874058";"41,0946074";
"Casa Rural de Alquiler";"EL ARBOL DE LA VIDA";"C/ DOCTOR TAPIA, Nº 12 B";"40510";"Segovia";"Riaza";"MUYO (EL)";"";"921125413";"659104448";"";"";"";"";"";"";"";"-3,317561";"41,2842407";
"Casa Rural de Alquiler";"LA CASONA DEL JARDIN";"Calle SAN ESTEBAN 4";"37200";"Salamanca";"Fuente de San Esteban (La)";"FUENTE DE SAN ESTEBAN (LA)";"FUENTE DE SAN ESTEBAN (LA)";"923440928";"695146098";"";"";"";"";"";"";"";"-6,258033";"40,8023382";
"Casa Rural de Alquiler";"LA VILLA I";"LOS TIGRES, 6, 2º";"37660";"Salamanca";"Miranda del Castañar";"MIRANDA DEL CASTAÑAR";"";"923432087";"691132874";"";"";"";"www.villademiranda.com";"";"";"";"-5,997075";"40,481896";
"Casa Rural de Alquiler";"LAS PEÑAS DE LA FUENTE";"CARRETERA ZAMORA-MOMBUEY, S/N";"49336";"Zamora";"Otero de Bodas";"OTERO DE BODAS";"OTERO DE BODAS";"606369313";"980523928";"";"";"casaotero@hotmail.com";"www.casaruraloterodebodas.com";"";"";"";"-6,576383";"42,0495853";
"Casa Rural";"LOS TULIPANES";"Calle Pedro Bartolomé, 39";"09490";"Burgos";"Zazuar";"ZAZUAR";"ZAZUAR";"658514062";"947058228";"";"";"contacto@lostulipanes.es";"www.lostulipanes.es";"";"Si";"";"-3,5541434";"41,6948341";
"Casa Rural de Alquiler";"LA CASITA";"LA FUENTE  S/N";"09569";"Burgos";"Merindad de Montija";"SAN PELAYO";"";"947565961";"";"";"";"info@casazalama.com";"wwwcasazalama.com";"";"Si";"";"-3,4765253";"43,0603079";
"Centro de Turismo Rural";"""ALDEAS DE TREVIÑO""";"CL/ MAYOR, 2-4";"09217";"Burgos";"Condado de Treviño";"ARGOTE";"";"945360116";"653741255";"";"";"";"";"";"";"";"-2,8266673";"42,7381665";
"Casa Rural de Alojamiento Compartido";"EL BROCAL";"SAN ROMAN, 38-40";"09290";"Burgos";"Fresno de Rodilla";"FRESNO DE RODILLA";"FRESNO DE RODILLA";"610564147";"645109032";"";"";"";"www.elbrocal.es";"";"Si";"";"-3,4850592";"42,4184175";
"Casa Rural de Alquiler";"EL PORTAL DE LA SIERRA DE FRANCIA";"Calle LA IGLESIA 12";"37763";"Salamanca";"San Miguel de Valero";"SAN MIGUEL DE VALERO";"SAN MIGUEL DE VALERO";"923415606";"605966040";"";"";"elportaldelasierradefrancia@hotmail.com";"www.elportaldelasierradefrancia.com";"";"";"";"-5,9214881";"40,5425418";
"Casa Rural";"LA CASA DE FAUSTINA";"Calle DEL MEDIO 10";"37591";"Salamanca";"Atalaya (La)";"ATALAYA (LA)";"ATALAYA (LA)";"923461918";"629367091";"";"";"";"";"";"";"";"-6,4136808";"40,5014677";
"Casa Rural de Alquiler";"LA CUADRAA";"HUMILLADERO, 9";"37760";"Salamanca";"Linares de Riofrío";"LINARES DE RIOFRIO";"";"609435107";"923250809";"";"";"casalacuadraa@gmail.com";"www.casa-salamanca.com";"";"";"";"-5,9233129";"40,5850599";
"Casa Rural de Alquiler";"EL CORRAL";"C/LOS MOLINOS, 7";"05190";"Ávila";"Riofrío";"ESCALONILLA";"ESCALONILLA";"610240184";"610240185";"";"";"";"www.elcorralderiofrio.com";"";"";"";"-4,7770035";"40,5487014";
"Casa Rural de Alquiler";"CASA DEL MAESTRO I";"C/LAS ESCUELAS, 4";"05123";"Ávila";"Navalosa";"NAVALOSA";"NAVALOSA";"920206234";"920206238";"";"";"";"";"";"";"";"-4,9313944";"40,4008604";
"Casa Rural de Alquiler";"LA VENTANA DE GREDOS";"C/SAN PEDRO, 60";"05697";"Ávila";"Navatejares";"CABEZAS ALTAS";"CABEZAS ALTAS";"650512892";"";"";"";"";"";"";"";"";"-5,5429753";"40,3144442";
"Casa Rural de Alquiler";"CASA DE ANA II";"Calle LEON 37";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"607988591";"920298206";"";"";"";"";"";"";"";"-4,7057041";"40,4126514";
"Casa Rural de Alquiler";"TORREBLANCA DEL SOL";"CAMINO DE UMBRÍAS, 54";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"920298455";"";"";"";"";"";"";"";"";"-4,7057041";"40,4126514";
"Casa Rural de Alquiler";"EL SASTRE";"DEL MEDIO, 39";"42149";"Soria";"Navaleno";"NAVALENO";"NAVALENO";"695135885";"";"";"";"info@casaruralelsastre.com";"www.casaruralelsastre.com";"";"";"";"-3,0029065";"41,8389846";
"Casa Rural de Alquiler";"MIRABOSQUES";"BARRANCO, 5";"42180";"Soria";"Aldehuela de Periáñez";"CANOS";"CANOS";"667353467";"";"";"";"";"";"";"";"";"-2,3176011";"41,8286727";
"Casa Rural de Alquiler";"XALÓN II";"ERAS, 20";"42257";"Soria";"Arcos de Jalón";"SOMAEN";"SOMAEN";"616258339";"";"";"";"info@casaxalon.es";"www.casaxalon.es";"";"";"";"-2,3147262";"41,1936121";
"Casa Rural de Alquiler";"QUINTA SAN JORGE I";"EL QUINTANAREJO, 13-15";"42150";"Soria";"Vinuesa";"QUINTANAREJO (EL)";"QUINTANAREJO (EL)";"975378293";"";"";"";"";"";"";"";"";"-2,7624611";"41,9095136";
"Casa Rural de Alquiler";"QUINTA SAN JORGE II";"EL QUINTANAREJO, 7";"42150";"Soria";"Vinuesa";"QUINTANAREJO (EL)";"QUINTANAREJO (EL)";"975378393";"";"";"";"";"";"";"";"";"-2,7624611";"41,9095136";
"Casa Rural de Alojamiento Compartido";"ARTURO 1";"Calle ARCO, 72";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780912";"686789137";"";"";"info@ctrarturo.es";"www.ctrarturo.es";"";"Si";"";"-5,03254";"42,3691989";
"Casa Rural de Alquiler";"ARTURO 2";"Calle el arco 72";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780912";"686789137";"";"";"info@ctrarturo.es";"www.ctrarturo.es";"";"Si";"";"-5,03254";"42,3691989";
"Casa Rural de Alquiler";"EL ATRIO";"CL/ LA IGLESIA, 16";"09318";"Burgos";"Nava de Roa";"NAVA DE ROA";"";"947550319";"677403588";"";"";"cpomar@wanadoo.es";"";"";"";"";"-3,9639983";"41,6134729";
"Centro de Turismo Rural";"LA CONSULTA DE ISAR";"CL/ Real, 27";"09653";"Burgos";"Isar";"ISAR";"ISAR";"699536764";"699536764";"";"";"laconsultadeisar@gmail.com";"";"";"Si";"";"-3,9305227";"42,3622205";
"Casa Rural de Alojamiento Compartido";"DE SOL A SOL";"CL/ CANTARRANAS, 7";"09230";"Burgos";"Hornillos del Camino";"HORNILLOS DEL CAMINO";"";"649876091";"";"";"";"";"";"";"";"";"-3,923978";"42,3384973";
"Centro de Turismo Rural";"LAS  MAJADAS DE SAN PELAYO";"CARRETERA VALDAZO, Km 3,5";"09240";"Burgos";"Briviesca";"VALDAZO";"";"947100947";"947593947";"";"";"majadas@artesol.com";"www.lasmajadasdesanpelayo.com";"";"Si";"";"-3,3238922";"42,5456285";
"Casa Rural de Alquiler";"CASA RURAL DE SEDANO";"Calle PADRE MANJÓN (BARRIO TRASCASTRO) 21";"09142";"Burgos";"Valle de Sedano";"SEDANO";"SEDANO";"947201876";"669848702";"";"";"";"www.Top Rural.com/casaruraldesedano";"";"";"";"-3,7481713";"42,717107";
"Casa Rural de Alquiler";"EL COLIRROJO";"C/FUENTE, Nº 3";"05693";"Ávila";"Umbrías";"CASAS DEL ABAD";"CASAS DEL ABAD";"920085020";"652513539";"";"920085020";"";"www.tarabilla.com";"";"";"";"-5,589067";"40,3076613";
"Casa Rural de Alquiler";"ROQUE RURAL (BAJA TEMPORAL)";"C/ LA IGLESIA, Nº 3";"05160";"Ávila";"Ávila";"ALAMEDILLA DEL BERROCAL";"ALAMEDILLA DEL BERROCAL";"635301916";"";"";"";"roquerual@jhotmail.com";"www.roquerural.es";"";"";"";"-4,9779828";"40,7046989";
"Casa Rural de Alquiler";"LA HERRERÍA";"REAL, 4";"05357";"Ávila";"Santo Tomé de Zabarcos";"SANTO TOME DE ZABARCOS";"SANTO TOME DE ZABARCOS";"663305896";"663305887";"";"";"reservas@casa-herreria.com";"www.casa-herreria.com";"";"";"";"-4,9102351";"40,786761";
"Casa Rural de Alquiler";"BESANA";"REAL, 4 (BIS)";"05357";"Ávila";"Santo Tomé de Zabarcos";"SANTO TOME DE ZABARCOS";"SANTO TOME DE ZABARCOS";"663305896";"663305887";"";"";"reservas@casabesana.com";"www.casabesana.com";"";"";"";"-4,9102351";"40,786761";
"Casa Rural de Alquiler";"LOS LAURELES";"C/ DE LA HORCAJADA, 20";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"";"920 362892";"653094024";"";"";"";"";"";"";"";"-5,3292405";"40,464681";
"Centro de Turismo Rural";"EL BOSQUE DE LA HERREZUELA";"PARAJE LA HERREZUELA, 1";"05417";"Ávila";"Guisando";"GUISANDO";"GUISANDO";"60888590";"649020318";"";"";"";"";"";"";"";"-5,139551";"40,2225878";
"Casa Rural de Alojamiento Compartido";"LA MORADA DE VADINIA";"Calle CARRETERA DE RIAÑO, 15";"24917";"León";"Burón";"VEGACERNEJA";"VEGACERNEJA";"987743466";"639819573";"";"";"lamoradadevadinia@yahoo.es";"WWW.VADINIA.COM";"";"";"";"-5,0128142";"43,0355498";
"Centro de Turismo Rural";"BAJO LA BOINA";"C/GRANDE, S/N.";"24721";"León";"Castrillo de la Valduerna";"VELILLA DE LA VALDUERNA";"VELILLA DE LA VALDUERNA";"987630325";"606303048";"";"";"";"";"";"";"";"-6,1348043";"42,3248284";
"Centro de Turismo Rural";"EL MOLINERO DE SANTA COLOMBA";"LA IGLESIA, 39";"24722";"León";"Santa Colomba de Somoza";"SANTA COLOMBA DE SOMOZA";"";"987631591";"";"";"";"";"";"";"";"";"-6,243663";"42,4439747";
"Casa Rural de Alquiler";"CALDERON DE MEDINA I";"Calle LARGA DE LOS FRUTEROS, Nº 37";"47511";"Valladolid";"Siete Iglesias de Trabancos";"SIETE IGLESIAS DE TRABANCOS";"SIETE IGLESIAS DE TRABANCOS";"983375498";"692605780";"";"";"casacalderondemedina1@hotmail.com";"";"";"";"";"-5,1853162";"41,352807";
"Casa Rural de Alquiler";"CALDERON DE MEDINA II";"Calle LARGA DE LOS FRUTEROS, Nº 37";"47511";"Valladolid";"Siete Iglesias de Trabancos";"SIETE IGLESIAS DE TRABANCOS";"SIETE IGLESIAS DE TRABANCOS";"983375498";"692605780";"";"";"casacalderondemedina1@hotmail.com";"";"";"Si";"";"-5,1834682";"41,3523517";
"Casa Rural de Alquiler";"EL SITIO DE LA HOYADA";"C/ FRESNO, 3";"40191";"Segovia";"Espirdo";"TIZNEROS";"TIZNEROS";"676781411";"921462200";"";"";"";"";"";"";"";"-4,0732416";"40,9971067";
"Casa Rural";"LAS BARRICAS";"Calle  CALIXTO DEL RIO, 4";"40480";"Segovia";"Coca";"COCA";"COCA";"600461481";"921586593";"921586681";"921586681";"contacto@casarurallasbarricas.es";"www.casarurallasbarricas.es";"";"Si";"";"-4,5241433";"41,2160353";
"Casa Rural de Alquiler";"LAS VERDES I";"C/CORVERA, 3";"24143";"León";"Cabrillanes";"TORRE DE BABIA";"TORRE DE BABIA";"679200454";"";"";"";"correo@lasverdes.es";"www.lasverdes.es";"";"";"";"-6,1603298";"42,9602386";
"Casa Rural de Alquiler";"LAS VERDES II";"C/CORVERA, 3";"24143";"León";"Cabrillanes";"TORRE DE BABIA";"TORRE DE BABIA";"679200454";"";"";"";"correo@lasverdes.es";"www.lasverdes.es";"";"";"";"-6,1603298";"42,9602386";
"Centro de Turismo Rural";"LA CASONA DE VILLODRIGO";"PLAZA DE ESPAÑA, 1";"34257";"Palencia";"Villodrigo";"VILLODRIGO";"VILLODRIGO";"947166146";"627907501";"";"";"";"";"";"";"";"-4,095539";"42,143573";
"Casa Rural de Alquiler";"EL PAJAR";"Calle San Pedro 18";"49358";"Zamora";"San Justo";"SAN CIPRIAN";"SAN CIPRIAN";"980624687";"648765956";"";"";"felipesanci87@gmail.com";"www.alojamientosanabria.com";"";"Si";"";"-6,6613612";"42,1712749";
"Casa Rural de Alquiler";"LAS ERAS I";"C/ LA ERA, S/N";"49522";"Zamora";"Mahide";"POBLADURA DE ALISTE";"POBLADURA DE ALISTE";"605481769";"";"";"";"";"";"";"";"";"-6,3786264";"41,8691816";
"Casa Rural de Alquiler";"LAS ERAS II";"C/ LA ERA, S/N";"49522";"Zamora";"Mahide";"POBLADURA DE ALISTE";"POBLADURA DE ALISTE";"605481769";"";"";"";"";"";"";"";"";"-6,3786264";"41,8691816";
"Centro de Turismo Rural";"LAS MUGAS";"LA FUENTE, 19";"37250";"Salamanca";"Aldeadávila de la Ribera";"ALDEADAVILA DE LA RIBERA";"";"687551703";"923264555";"";"";"jdsagredo@eresmas.com";"www.centrorurallasmugas.com";"";"";"";"-6,6181303";"41,2167968";
"Casa Rural de Alquiler";"MI DUEÑA";"LA ERMITA, 40";"37457";"Salamanca";"Frades de la Sierra";"FRADES DE LA SIERRA";"";"923 390800";"";"";"";"";"";"";"";"";"-5,7833926";"40,6569624";
"Casa Rural de Alquiler";"BOSQUE HONFRIA I";"ERAS, 16";"37760";"Salamanca";"Linares de Riofrío";"LINARES DE RIOFRIO";"";"636 960730";"676 224403";"";"";"";"www.bosquehonfria.es";"";"";"";"-5,9223743";"40,5819832";
"Casa Rural de Alquiler";"BOSQUE HONFRIA II";"ERAS, 16";"37760";"Salamanca";"Linares de Riofrío";"LINARES DE RIOFRIO";"";"636 960730";"676 224403";"";"";"";"www.bosquehonfria.es";"";"";"";"-5,9223743";"40,5819832";
"Casa Rural de Alquiler";"EL RINCON";"Calle  REAL, 66";"47240";"Valladolid";"Valdestillas";"VALDESTILLAS";"VALDESTILLAS";"983 551 309";"658 912 333";"";"";"pyrfadrique@yahoo.es";"";"";"Si";"";"-4,7707945";"41,4795933";
"Casa Rural de Alojamiento Compartido";"LA CASA DEL MEDICO";"Calle CALVO SOTELO, 44";"24230";"León";"Valdevimbre";"VALDEVIMBRE";"VALDEVIMBRE";"987304160";"685473475";"";"";"info@lacasadelmedico.net";"www.lacasadelmedico.net";"";"";"";"-5,6211861";"42,420736";
"Casa Rural de Alquiler";"BERMEJA I";"CAMINO REAL, 20";"24914";"León";"Posada de Valdeón";"SOTO DE VALDEON";"";"629293847";"";"";"";"";"";"";"";"";"-4,9170287";"43,1502473";
"Casa Rural de Alquiler";"BERMEJA II";"CAMINO REAL, 20";"24914";"León";"Posada de Valdeón";"SOTO DE VALDEON";"";"629293847";"";"";"";"";"";"";"";"";"-4,9170287";"43,1502473";
"Casa Rural de Alquiler";"CASA ALBINA";"CARREIRIEGOS, S/N.";"24489";"León";"Palacios del Sil";"SUSAÑE DEL SIL";"";"987488054";"";"";"";"";"";"";"";"";"-6,4992605";"42,841794";
"Casa Rural de Alquiler";"LA CALZADA REAL";"REAL, S/N.";"24398";"León";"Congosto";"CONGOSTO";"CONGOSTO";"987467234";"630063858";"";"";"";"";"";"";"";"-6,5175184";"42,6191549";
"Casa Rural de Alquiler";"JIM MORRISON";"LAS ERAS, 14";"37760";"Salamanca";"Linares de Riofrío";"LINARES DE RIOFRIO";"";"655 310062";"606 115262";"";"";"";"";"";"";"";"-5,9189715";"40,5806748";
"Casa Rural de Alquiler";"LOS ANCARES";"PASAJE RIVIERA, 1";"24430";"León";"Vega de Espinareda";"VEGA DE ESPINAREDA";"";"987564985";"";"";"";"";"";"";"";"";"-6,655783";"42,727378";
