Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,aparcamiento_firme,aparcamiento_delimitacion,aparcamiento_aparcabicicletas,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,89025,5,true,false,,SGRAP00015,Mal acceso pero entrada a una amplia zona de recreo en Cuevas del Valle con canchas deportivas y piscina,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,Desde el pueblo de Cuevas del Valle sale una calle señalizada y estrecha que accede a la zona del Plantio y su area deportiva,El Plantío,2,1,2,false,300,34,,5,true,false,POINT (-5.007054237210587 40.290451178130162)
,,,,,,-1,-1,-1,,,89026,5,true,false,,SGRAP00016,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"En la carretera N- 501, en el kilómetro   con direccion al pueblo del Arenal sale una pista forestal asfaltada que despues de 300 metros conduce al mirador y aparcamineto del Herradero",Mirador del Herradero,3,1,2,false,480,2,,3,false,false,POINT (-5.018572263569745 40.299986932856598)
,,,,,,-1,-1,-1,,,89027,5,false,false,,SGRAP00017,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,Pista forestal de las Majadas en el Arenal.,Fuente de Las Majadas,1,1,2,false,100,1,,3,false,false,POINT (-5.060871801662465 40.254441089582457)
,,,,,,-1,-1,-1,,,89028,5,false,false,,SGRAP00018,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera del Arenal al puerto del Pico, por pista asfaltada",Pino Gordo,1,1,2,false,100,1,,3,false,false,POINT (-5.077212359917542 40.287932523170916)
,,,,,,-1,-1,-1,,,89029,5,true,false,,SGRAP00019,En la entrada a las piscinas del Arenal.,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Por la carretera del Arenal al Puerto del Pico, a 300 metros del pueblo y desvio indicado a la izquierda como piscinas municipales.",Piscina municipal del Arenal1,3,1,2,false,400,34,,3,false,false,POINT (-5.088518496538388 40.273376266775067)
,,,,,,-1,-1,-1,,,89030,5,false,false,,SGRAP00020,En la entrada a las piscinas del Arenal. Sin sombra con bancvos de madera y mesas. Inicio de la senda ecológica de la mancomunidad,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Por la carretera del Arenal al Puerto del Pico, a 300 metros del pueblo y desvio indicado a la izquierda como piscinas municipales.",Piscina municipal del Arenal2,2,1,2,false,200,11,,3,false,false,POINT (-5.086609776192715 40.27430006938792)
,,,,,,-1,-1,-1,,,89031,5,true,false,,SGRAP00021,"Inicio de senda del Puerto del Peón, al final de la pista forestal asfaltada",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Por la pista forestal de Dominigo Fernando, en el Hornillo, y con direccion al inicio de la senda del Puerto del Peón",Domingo Fernando,1,1,2,false,200,1,,5,false,false,POINT (-5.136991840360218 40.262165612247983)
,,,,,,-1,-1,-1,,,89032,5,false,false,,SGRAP00022,"Cercano a un cartel con plano general del Parque, en la entrada a el bar del tejar y Campamento del Tejar",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,true,"Por la carretera de Arenas a El Hornillo a 2,6 kilómetros de Arenas en la entrada a campamento. Pista de tierra",El Tejar,1,1,2,false,200,1,,9,false,false,POINT (-5.091642232875693 40.23807264671359)
,,,,,,-1,-1,-1,,,89033,5,true,true,,SGRAP00023,Area Recreativa en el rio Cantos del Hornillo con grandes de pinos y nogales y zona de pesca con refugio,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Por la pista forestal asfaltada y señalizada ""del Charco Verde"" que parte a 0,4 km de El Hornillo, a mano izquierda junto a la pista, a la altura del puente la Francisca sobre el río de Los Cantos.",La Francisca,3,1,1,false,300,11,,5,true,true,POINT (-5.13006109066253 40.258529048667462)
,,,,,,-1,-1,-1,,,89034,5,false,false,,SGRAP00024,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,Pista forestal asfaltada a la Francisca y continua hasta el cruce con la de Domingo Fernando y desvio a la Cebedilla o Lancha del rey,La Lancha del Rey o La Cebedilla,1,1,2,false,150,1,,3,false,false,POINT (-5.123412308067189 40.266212492491412)
,,,,,,-1,-1,-1,,,89035,5,false,false,,SGRAP00025,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Pista forestal del Hornilla a el Charco Verde, a 1,3 Km del pueblo del Hornillo",Las Escarilluelas,1,1,2,false,50,1,,3,false,false,POINT (-5.109978248431426 40.248840869468822)
,,,,,,-1,-1,-1,,,89036,5,false,false,,SGRAP00026,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Por la pista forestal de Dominigo Fernando, en el Hornillo, y con direccion al inicio de la senda del Puerto del Peón",Los Chorlitos,1,1,2,false,20,1,,3,false,false,POINT (-5.134472284975348 40.262072496788136)
,,,,,,-1,-1,-1,,,89037,5,true,false,,SGRAP00027,A,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,Pista forestal asfaltada del Nogal del Barranco y pasada la fuente Isabel.,El Camping,2,1,2,false,2200,11,,3,false,false,POINT (-5.151940477248655 40.223402663701769)
,,,,,,-1,-1,-1,,,89038,5,true,false,,SGRAP00028,,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,2,false,En el casco urbano del pueblo de Guisando,El Matadero,3,1,2,false,400,3,,7,true,false,POINT (-5.141921793041966 40.221322123317776)
,,,,,,-1,-1,-1,,,89039,5,true,true,,SGRAP00029,A la entrada de la casa del parque del Risquillo,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,En el pueblo de Guisando cruzado el puente sobre el río Pelayos y el primer desvio a la derecha,El Risquillo,3,1,1,false,500,34,,1,true,false,POINT (-5.14422897523683 40.221278607318645)
,,,,,,-1,-1,-1,,,89040,5,false,false,,SGRAP00030,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera forestal asfaltada desde el camping de Los Galayos a Poyales del Hoyo, a 2,3 km del camping",Fuente del Valle,1,1,2,false,100,1,,5,false,false,POINT (-5.14306212490932 40.213712573397707)
,,,,,,-1,-1,-1,,,89041,5,false,false,,SGRAP00031,"En el casco urbano de Guisando, a la entrada del pueblo desde Poyales",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,En el casco urbano del pueblo de Guisando,La Dehesa,3,1,2,false,1000,35,,7,false,false,POINT (-5.141053636810011 40.220746671667314)
,,,,,,-1,-1,-1,,,89042,5,true,true,,SGRAP00032,"Inicio de la senda del Carril de loa Galayos, en una rotonda de asfalto al final de una pista forestal que parete de Guisando",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Pista forestal asfaltada del Nogal de Barranco, en Guisando. A 4,7 Km. del pueblo de Guisando. Indicado como Los Galayos",Nogal del Barranco,1,1,1,false,350,1,,5,true,true,POINT (-5.161907219181669 40.234149461134798)
,,,,,,-1,-1,-1,,,89043,5,false,false,,SGRAP00033,A la entrada del campamento.,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,Pista forestal asfaltada al Nogal del Barranco desde Guisando,Vega Reina,1,1,2,false,300,1,,3,false,false,POINT (-5.159430443406145 40.230391158023664)
,,,,,,-1,-1,-1,,,89044,5,true,true,,SGRAP00034,En la entrada de la casa del paruqe de Pinos Cimeros,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Por la carretera AV-931 de Hoyos del Espino a la Plataforma de Gredos, a 0,3 km del cruce de "" La Cabra""",Pinos Cimeros,1,1,3,false,1200,1,,5,true,true,POINT (-5.174959624938093 40.345520999546409)
,,,,,,-1,-1,-1,,,89045,5,true,true,,SGRAP00035,"En el Area Recreativa del Puente del Duque en varios lugares a lo largo de la via pecuaria y a la izquierda en la bajada desde Hoyos del Espino, tambien sirve para el camping de Hoyos",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Por la carretera AV-931 de Hoyos del Espino a la plataforma de Gredos, a 1,6 km a la altura del puente del Duque sobre el río Tormes.",Puente del Duque,2,1,3,false,300,11,,9,true,true,POINT (-5.173732525841105 40.339368942787807)
,,,,,,-1,-1,-1,,,89046,5,true,false,,SGRAP00036,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Por la carretera N-110 y en la entrada a el pueblo de La Carrera, por una pista con direccion al rio. Después de 0,6 km se llega al puente",La Carrera,1,1,2,false,450,1,,9,false,false,POINT (-5.54702559883985 40.341947405513103)
,,,,,,-1,-1,-1,,,89047,5,false,true,,SGRAP00037,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Por la carretera N-110 y en la entrada a el pueblo de La Carrera, por una pista con direccion al rio. Después de 0,6 km se llega al puente",Puente sobre el Aravalle,4,1,2,false,0,4,,3,false,false,POINT (-5.54702559883985 40.341947405513103)
,,,,,,-1,-1,-1,,,89048,5,true,false,,SGRAP00038,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera C-500 de Barco de Avila a Hoyos del Espino, desvioa a el pueblo de Bohoyo y sobre el río Tormes.",Puente de Bohoyo,1,1,2,false,120,1,,9,false,false,POINT (-5.441517531738445 40.32928713533753)
,,,,,,-1,-1,-1,,,89051,5,false,false,,SGRAP00041,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,Carretera de Mombeltrán a Ramacastañas N-502. Desviarse por la pista forestal hacia el campamento de Playas Blancas,Pozos de Felipe,1,1,2,false,250,1,,9,false,false,POINT (-5.035142272633857 40.216802656995434)
,,,,,,-1,-1,-1,,,89052,5,true,true,,SGRAP00042,En el inicio de la senda de la Laguna de la Nava a pocos metros del pueblo de la Nava en la carretera de la Nava a Umbrias,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Carretera de la Nava de Barco a Umbrias, a 600 metros del pueblo.",Inicio Senda Laguna de la Nava,1,1,2,false,250,1,,6,true,true,POINT (-5.54405574112345 40.289310843161864)
,,,,,,-1,-1,-1,,,89053,5,false,false,,SGRAP00043,"Inicio de la senda de la Laguna de la Nava, cerca del pueblo de La Nava.",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,,Laguna de la Nava2,1,1,2,false,80,1,,9,false,false,POINT (-5.557574725115852 40.279431145094669)
,,,,,,-1,-1,-1,,,89054,5,true,true,,SGRAP00044,En el Area Recreativa del Berrocal,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,,El Berrocal,2,1,3,false,1000,11,,9,true,true,POINT (-5.515545911270935 40.268608974284867)
,,,,,,-1,-1,-1,,,89055,5,true,false,,SGRAP00045,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,true,Desde Navalperal por la pista de asfalto que baja al rio Tormes y cruzado el puente al fondo de la pradera del prado del Toro,Prado del Toro,1,1,2,false,200,1,,3,false,false,POINT (-5.288968010824862 40.347982478312126)
,,,,,,-1,-1,-1,,,89056,5,false,false,,SGRAP00046,En la entrada del campamento.,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,Desde Navarredonda de Gredos con dirección a Valdeascas o el rio Tormes pasado el camping y antes del rio Tormes.,Navatormes Aula de la Naturaleza,2,1,2,false,120,3,,9,false,false,POINT (-5.132052331328917 40.340122516689732)
,,,,,,-1,-1,-1,,,89057,5,true,true,,SGRAP00047,En el Area recreativa de Tamborriuos en Navarredonda entre los dos brazos del río Tormes,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,Desde Navarredonda de Gredos con dirección a Valdeascas o el rio Tormes pasado el camping y el primer puentecillo sobre el Tormes,Tamborrios,3,1,2,false,150,11,,9,true,false,POINT (-5.13025240178253 40.338212457847447)
,,,,,,-1,-1,-1,,,89058,5,false,false,,SGRAP00048,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,true,Desde Navarredonda de Gredos con dirección a Valdeascas o el rio Tormes pasado el camping y el segundo puentecillo sobre el Tormes,Valdeascas,1,1,2,false,80,1,,9,false,false,POINT (-5.128432266416062 40.333072507751474)
,,,,,,-1,-1,-1,,,89059,5,true,false,,SGRAP00049,Aparcamiento,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,En la carretera de San Esteban a Santa Cruz.,Ermita de San Andrés,3,1,2,false,120,2,,3,true,false,POINT (-4.984202711624925 40.266752197166042)
,,,,,,-1,-1,-1,,,89060,5,false,false,,SGRAP00050,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"En un ensanche de la carretera, AV-913 en la subida al puerto de Serranillos.",Fuente de los Morenos,1,1,2,false,20,1,,5,false,false,POINT (-4.953132430832333 40.307062665667019)
,,,,,,-1,-1,-1,,,89061,5,false,false,,SGRAP00051,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera del puerto de Serranillos, AV-913, Km 32",La Chinita,1,1,2,false,100,1,,5,false,false,POINT (-4.961912393088692 40.265912705986402)
,,,,,,-1,-1,-1,,,89062,5,false,false,,SGRAP00052,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera del puerto de Serranillos, AV/ 913, en el alto o km 23",Puerto Serranillos,1,1,2,false,150,1,,3,false,false,POINT (-4.947620709791657 40.307559647370518)
,,,,,,-1,-1,-1,,,89063,5,true,true,,SGRAP00053,En el inicio de la senda de la Laguna Grande,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,,Plataforma de Gredos,1,1,3,false,2500,1,,5,true,true,POINT (-5.232118200252886 40.275569633799286)
,,,,,,-1,-1,-1,,,89064,5,true,true,,SGRAP00054,En la entrdada del Area Recreativa antes de cruzar el puente medieval del Pozo de las Paredes,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,,Pozo de Las Paredes,2,1,3,false,250,10,,9,true,true,POINT (-5.247974709525025 40.346224977559018)
,,,,,,-1,-1,-1,,,89065,5,true,false,,SGRAP00055,Inicio de senda de la Laguna del Duque,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Carretera de Solana de Avila a el Tremedal, desvio a la central del Chorro y pasado la puerta a tres kilómetros",Central del Zaburdón,2,1,2,false,100,3,,5,false,false,POINT (-5.671136396028194 40.307435190297724)
,,,,,,-1,-1,-1,,,89066,5,true,false,,SGRAP00056,En el casco urbano del pueblo del Tremedal,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"En el pueblo del Tremedal a la salida hacia el puerto del Tremedal, en coche",Monumento al pastor,4,1,2,false,600,4,,3,false,false,POINT (-5.620397685815405 40.352576966112728)
,,,,,,-1,-1,-1,,,89067,5,false,false,,SGRAP00057,"En el alto del puerto del Tremadal, Provisional",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"En el alto del puerto del Tremedal, carretera de Solana de Avila a Becedas, en coche",Puerto del Tremedal,2,1,2,false,1880,2,,8,false,false,POINT (-5.617594847501241 40.364382754232011)
,,,,,,-1,-1,-1,,,89068,5,true,true,,SGRAP00058,Inicio de senda de la Laguna de Galin Gomez o de Barco,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,,Puerto de Umbrías,3,1,2,false,800,11,,9,false,true,POINT (-5.561952785387258 40.30325520636918)
,,,,,,-1,-1,-1,,,89069,5,true,true,,SGRAP00059,En el Area Recreativa de Umbrias,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,Desde el pueblo de Umbrias por la carretera que conduce a la Vega del Escobar a unos 200 metros a la salida del pueblo en el puente sobre el rio Aravalle,Umbrías,1,1,2,false,500,3,,9,true,false,POINT (-5.58205458771855 40.316483963075491)
,,,,,,-1,-1,-1,,,89070,5,false,false,,SGRAP00060,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,,Casco urbano de Villarejo del Valle,2,1,2,false,100,2,,9,false,false,POINT (-5.000602448476322 40.28521261043479)
,,,,,,-1,-1,-1,,,89071,5,true,false,,SGRAP00061,En el mirador del Sidrillo,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"En la N-502, en el km 59,200, a un lado de la carretera, en coche",El Sídrillo,3,1,2,false,50,11,,5,false,false,POINT (-5.004738738576793 40.308765499534218)
,,,,,,-1,-1,-1,,,89072,5,false,false,,SGRAP00062,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Lancha de la China,3,1,2,false,350,11,,15,false,false,POINT (-5.000021308586453 40.307854069537676)
,,,,,,-1,-1,-1,,,89073,5,true,false,,SGRAP00063,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,"En la N-502 en la subida del puerto del Pico, en coche",Los Riscos de Villarejo,3,1,2,false,75,11,,5,false,false,POINT (-4.976356762804616 40.296588887496561)
,,,,,,-1,-1,-1,,,89074,5,false,false,,SGRAP00064,Provisional,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Por la pista cementada que parte de Villarejo del Valle y sube hacia el monte, a 0,9 km una vez se termina, se toma a la derecha un desvío por una pista de tierra que tras 0,9 km conduce al area recreativa.",Los Rozos,1,1,2,false,70,1,,3,false,false,POINT (-4.997095133650779 40.299426759130775)
,,,,,,-1,-1,-1,,,89075,5,true,true,,SGRAP00065,"Inicio de senda del Torozo, de la Rubia  y de la Calzada Romana, el el alto del puerto del Pico",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,,Puerto del Pico,3,1,2,false,500,11,,9,true,true,POINT (-5.013871632962441 40.322345372024081)
,,,,,,-1,-1,-1,,,89077,5,true,false,,SGRAP00067,"En el otro lado del rio Tormes, margen izquierda, pasado el puente sobre el Tormes",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,,La Puente1,1,1,1,false,500,1,,16,true,true,POINT (-5.324946511226401 40.342086740561868)
,,,,,,-1,-1,-1,,,89078,5,true,false,,SGRAP00068,En la provincia de Caceres con vistas al valle del Jerte,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"En la N-110, en el alto del puerto de Tornavacas",Puerto Tornavacas,3,1,2,false,500,2,,15,false,false,POINT (-5.663129721713192 40.272020009487896)
,,,,,,-1,-1,-1,,,89550,5,true,true,,VLIAP00001,,2010-01-10T23:00:00Z,2006-08-31T22:00:00Z,1,true,,"Casa de la Reserva Natural del Valle de Iruelas ""Las Cruceras""",1,1,1,false,1500,1,,6,true,false,POINT (-4.562014905926389 40.419446501852406)
