Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,refugio_tipo,refugio_uso,refugio_actividad,refugio_capacidad_pernoctar,refugio_servicio_comida,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,86236,14,false,false,,PEURF00145,Paraje: Naranco,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Naranco,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.765282741550134 43.050105976208215)
,,,,,,-1,-1,-1,,,86237,14,false,false,,PEURF00147,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Pardomino,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.251867318295764 42.900707032867693)
,,,,,,-1,-1,-1,,,86238,14,false,false,,PEURF00149,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Parmede,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.04796424663292 43.080321701962752)
,,,,,,-1,-1,-1,,,86239,14,false,false,,PEURF00150,Cerrado,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Peña Terrionda,4,3,2,false,0,4,,6,2,Ganadería,false,false,POINT (-5.173287996019795 42.954846984516934)
,,,,,,-1,-1,-1,,,86240,14,false,false,,PEURF00151,Paraje: Peña Todos Los Vientos,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Peña Todos Los Vientos,4,3,2,false,0,4,,2,2,Caza,false,false,POINT (-5.146991124591242 43.017154745606405)
,,,,,,-1,-1,-1,,,86241,14,false,false,,PEURF00274,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Peñacabuezo,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.222807744422943 43.069129039294104)
,,,,,,-1,-1,-1,,,86242,14,false,false,,PEURF00154,Paraje: Peñalba,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Peñalba,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.820804115449665 42.947086830261)
,,,,,,-1,-1,-1,,,86243,14,false,false,,PEURF00275,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Peñas Rubias,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.213897648625052 43.045449665510866)
,,,,,,-1,-1,-1,,,86244,14,false,false,,PEURF00156,Cerrado,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Pescadores,4,3,2,false,0,4,,6,2,Ganadería,false,false,POINT (-5.112643749793458 42.926448310386199)
,,,,,,-1,-1,-1,,,86245,14,false,false,,PEURF00276,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Pico la Canal,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.808951160295875 43.027000657384917)
,,,,,,-1,-1,-1,,,86246,14,false,false,,PEURF00159,Paraje: Picones,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Picones,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.866353668442407 42.919963627578376)
,,,,,,-1,-1,-1,,,86247,14,false,false,,PEURF00277,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Picones,4,3,2,false,0,4,,6,3,,false,false,POINT (-4.866015495621007 42.920126650116558)
,,,,,,-1,-1,-1,,,86248,14,false,false,,PEURF00160,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Picos de Mampodre,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86249,14,false,false,,PEURF00161,Paraje: Piedrashitas,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Piedrashitas,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.980908024545225 43.134868764919922)
,,,,,,-1,-1,-1,,,86250,14,false,false,,PEURF00162,Paraje: Piedrasobas,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Piedrasobas,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.779620468152047 43.072173149832111)
,,,,,,-1,-1,-1,,,86252,14,false,false,,PEURF00279,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Prado Luis (Pedroya),4,3,2,false,0,4,,7,3,,false,false,POINT (-5.068158101160789 43.049202582912109)
,,,,,,-1,-1,-1,,,86253,14,false,false,,PEURF00167,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Predera San Antonio,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.286385717202575 42.919002415347173)
,,,,,,-1,-1,-1,,,86254,14,false,false,,PEURF00170,Paraje: Puerma,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Puerma,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.857288676902212 43.092799314418116)
,,,,,,-1,-1,-1,,,86255,14,false,false,,PEURF00171,Paraje: Puerto De Horcadas,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Puerto de Horcadas,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.036470149046098 42.924577422375023)
,,,,,,-1,-1,-1,,,86256,14,false,false,,PEURF00173,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Puerto de San Glorio,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.765732649513579 43.066799035188993)
,,,,,,-1,-1,-1,,,86257,14,false,false,,PEURF00174,"Planta circular, paredes de piedra, techo de escoba",2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Puerto Grande,4,3,2,false,0,4,,6,3,Ganadería,false,false,POINT (-5.116219297409477 42.97974957911179)
,,,,,,-1,-1,-1,,,86258,14,false,false,,PEURF00175,Paraje: Recubiles,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Recubiles,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.178658402995308 42.965107756384363)
,,,,,,-1,-1,-1,,,86259,14,false,false,,PEURF00176,Paraje: Recubiles,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Recubiles Aprisco,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.179654540089014 42.964731353519234)
,,,,,,-1,-1,-1,,,86260,14,false,false,,PEURF00177,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Refugio de Henar,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.989390641994709 42.939443169948042)
,,,,,,-1,-1,-1,,,86261,14,false,false,,PEURF00178,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Refugio De Pesca Las Salas,4,3,2,false,0,4,,4,2,Pesca,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86262,14,false,false,,PEURF00180,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Refugio Solle,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.224284727150329 42.993607778603661)
,,,,,,-1,-1,-1,,,86263,14,false,false,,PEURF00280,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Remoña,4,3,2,false,0,4,,6,3,,false,false,POINT (-4.859860678751051 43.12429477963682)
,,,,,,-1,-1,-1,,,86264,14,false,false,,PEURF00281,No enviado archivo anterior,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Río la Puerta,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.087038652769842 43.06990282903076)
,,,,,,-1,-1,-1,,,86265,14,false,false,,PEURF00183,Paraje: Riosol,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Riosol,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.215332138090631 43.076085617835595)
,,,,,,-1,-1,-1,,,86266,14,false,false,,PEURF00184,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Risosa,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.038691320048186 42.955952881505908)
,,,,,,-1,-1,-1,,,86267,14,false,false,,PEURF00185,Paraje: Roza La Calle,2011-06-12T22:00:00Z,1998-01-14T23:00:00Z,2,false,,Roza La Calle,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.820576109118493 42.999836695796297)
,,,,,,-1,-1,-1,,,86268,14,false,false,,PEURF00186,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Salamón,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.108638615743787 42.958082618414458)
,,,,,,-1,-1,-1,,,86269,14,false,false,,PEURF00282,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Salceda,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.889490726802254 43.040820462064069)
,,,,,,-1,-1,-1,,,86270,14,false,false,,PEURF00283,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,San Miguel,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.158546130745854 43.073467150743092)
,,,,,,-1,-1,-1,,,86271,14,false,false,,PEURF00187,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,San Pedro,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.251563267994484 42.926601585007852)
,,,,,,-1,-1,-1,,,86272,14,false,false,,PEURF00284,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,San Pelayo,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.090534929749815 42.999371028715018)
,,,,,,-1,-1,-1,,,86273,14,false,false,,PEURF00285,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Sierra de Murias,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.201388806522192 43.000269530861644)
,,,,,,-1,-1,-1,,,86274,14,false,false,,PEURF00286,Caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Subida Tronisco,4,3,2,false,0,4,,2,3,Caza,false,false,POINT (-5.265626556423128 43.049129149829625)
,,,,,,-1,-1,-1,,,86275,14,false,false,,PEURF00287,Caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Susarón,4,3,2,false,0,4,,2,3,Caza,false,false,POINT (-5.306279778670129 42.990515623391836)
,,,,,,-1,-1,-1,,,86276,14,false,false,,PEURF00191,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Susiellas,4,3,2,false,0,4,,2,3,,false,false,POINT (-4.88548656571622 43.083309157864761)
,,,,,,-1,-1,-1,,,86277,14,false,false,,PEURF00192,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Tajahierro,4,3,2,false,0,4,,3,2,Montañismo,false,false,POINT (-4.760942694827089 43.050339172287359)
,,,,,,-1,-1,-1,,,86278,14,false,false,,PEURF00193,Solo se observa la antigua planta,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Tejedo,4,3,2,false,0,4,,6,4,Turismo,false,false,POINT (-5.109892969002048 42.888744979502818)
,,,,,,-1,-1,-1,,,86279,14,false,false,,PEURF00288,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Tejedo,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.847690281535177 43.054393204741189)
,,,,,,-1,-1,-1,,,86280,14,false,false,,PEURF00195,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Trapa,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.087170562286255 42.898502049088236)
,,,,,,-1,-1,-1,,,86281,14,false,false,,PEURF00196,Paraje: Tronisco,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Tronisco,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.250366235496181 43.050284620409947)
,,,,,,-1,-1,-1,,,86282,14,false,false,,PEURF00198,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valcabrero,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.301827624318315 42.91898428393057)
,,,,,,-1,-1,-1,,,86283,14,false,false,,PEURF00289,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valcarque,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.913231716459391 43.082319126102583)
,,,,,,-1,-1,-1,,,86284,14,false,false,,PEURF00290,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valcueva,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.907035196250948 42.903360072268789)
,,,,,,-1,-1,-1,,,86285,14,false,false,,PEURF00291,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valdemeron,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.919857343540508 42.954315442435508)
,,,,,,-1,-1,-1,,,86286,14,false,false,,PEURF00201,"Levantamiento reciente, paredes de piedra cimentada, techo de escoba",2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valdesalamón,4,3,2,false,0,4,,6,3,Turismo,false,false,POINT (-5.113150213334718 42.943151896783796)
,,,,,,-1,-1,-1,,,86287,14,false,false,,PEURF00202,Paraje: Valdesolle,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valdesolle,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.207337052507929 42.978249404217244)
,,,,,,-1,-1,-1,,,86288,14,false,false,,PEURF00203,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valle del Naranco-Valle de Lechada,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.923865968375499 43.05860851010469)
,,,,,,-1,-1,-1,,,86289,14,false,false,,PEURF00292,Caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vallerianes,4,3,2,false,0,4,,2,3,Caza,false,false,POINT (-5.283306329253095 43.033657077595933)
,,,,,,-1,-1,-1,,,86290,14,false,false,,PEURF00205,Paraje: Vallines De Arriba,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vallines,4,3,2,false,0,4,,9,3,Ganadería,false,false,POINT (-4.856420778949357 43.073914418583861)
,,,,,,-1,-1,-1,,,86291,14,false,false,,PEURF00206,Cerrado,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vallinoso,4,3,2,false,0,4,,6,2,Ganadería,false,false,POINT (-5.154685003797451 42.949336940307312)
,,,,,,-1,-1,-1,,,86292,14,false,false,,PEURF00207,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valporquero,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.367349669392994 43.021964678491948)
,,,,,,-1,-1,-1,,,86293,14,false,false,,PEURF00293,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Valverde,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.209249755114065 43.043344040997802)
,,,,,,-1,-1,-1,,,86294,14,false,false,,PEURF00209,"Planta circular, paredes de piedra cimentada, techo de escoba",2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vega Lasprón,4,3,2,false,0,4,,6,3,Ganadería,false,false,POINT (-5.170701589376018 42.991980995750708)
,,,,,,-1,-1,-1,,,86295,14,true,false,,PEURF00294,Uso libre (previo pago),2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vegabaño,4,3,2,false,0,4,,3,3,Montañismo,false,false,POINT (-5.004995608911505 43.166031880804525)
,,,,,,-1,-1,-1,,,86296,14,false,false,,PEURF00211,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Venticueva,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.094819448814125 42.942833742746025)
,,,,,,-1,-1,-1,,,86297,14,false,false,,PEURF00212,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Vioba,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.172083441469984 42.997322199647769)
,,,,,,-1,-1,-1,,,86298,14,false,false,,PEURF00213,Paraje: Zampuerna,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Zampuerna,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.267269748101735 43.074756877391131)
,,,,,,-1,-1,-1,,,86299,14,false,false,,PEURF00214,Paraje: Zampuerna,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Zampuerna-Aprisco,4,3,2,false,0,4,,9,3,Ganadería,false,false,POINT (-5.267154516757608 43.074626186646867)
,,,,,,-1,-1,-1,,,88864,14,true,false,,RCDRF00001,El refugio se presta a los colectivos de pescadores que ostentan la fecha en cuestión según el calendario de pesca,2009-11-08T23:00:00Z,2002-04-10T22:00:00Z,1,false,"Cruzamos el río Duero por la presa de San José en dirección a San Román de Hornija, y justo pasada la presa giramos 90º y entramos en el camino de Cubillas. Seguir este camino 1,5 kilómetros en dirección al río Duero y llegamos el refugio.",Refugio de pescadores del Escenario Deportivo Social de Pesca de Castronuño,1,3,1,false,0,1,,4,2,Pesca,false,false,POINT (-5.251031836451397 41.402251719114595)
,,,,,,-1,-1,-1,,,89256,14,false,false,,SGRRF00072,"Edificios adosados con tres dependencias, una de ellas dispone de chimenea. Abrevadero grande de piedra para el ganado, cerramiento de piedra, zona de pinar y praderas.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Desde Hoyos del Espino por la carretera de la plataforma y pasado el Puente del Duque a 2 km, por la pista cerrada de tierra a Sanchivieco y Las Maliciosas a 1,4 Km. A pie de pista.",Sanchivieco,3,1,2,false,0,3,,2,2,Ganadería,false,false,POINT (-5.170752373702802 40.329432458799069)
,,,,,,-1,-1,-1,,,89257,14,true,false,false,SGRRF00063,"Situado en la margen izquierda del río Tormes, al inicio de la senda de Cinco lagunas",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,Desde Navalperal por la pista de asfalto que baja al rio Tormes y cruzado el puente al fondo de la pradera del prado del Toro,Prado del Toro,1,1,2,false,0,1,,4,2,Recreo,true,false,POINT (-5.290058347770135 40.347655048285382)
,,,,,,-1,-1,-1,,,89258,14,false,false,,SGRRF00021,Refugio con 2 pequeñas dependencias. Tiene una barrera de hierro a la entrada para impedir que entre el ganado.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,false,"A 15 minutos andando desde la carretera C-500 Km 44 con dirección Sur, hacia el cordel de ganado del Puerto del Pico a Piedrahita, se llega a la valla del pinar y dentro, a 100 m de la puerta en dirección Oeste.",El Cotorro,1,2,2,false,0,1,,2,1,Ganadería,false,false,POINT (-5.102886030648169 40.352091696600809)
,,,,,,-1,-1,-1,,,89259,14,false,false,,SGRRF00061,Tiene 2 bancos de fábrica interiores y una barrera de hierro a la entrada para impedir que entre en ganado.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,true,"Desde Navarredonda por la pista del frontón y entrada al pinar de Navahondilla, M.U.P 98, 2,5 Km.",Peña Histórica,1,2,2,false,0,1,,2,1,Ganadería,false,false,POINT (-5.113842425206249 40.351222443318989)
,,,,,,-1,-1,-1,,,89260,14,true,false,,SGRRF00009,Grande y de piedra con un amplio corral de piedra en la parte de atrás y con grandes paredes de piedra,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Desde el puerto de Serranillos por la pista forestal que conduce hasta el puerto del Pico, pasandop por las antenas de tv, a unos dos kilometros",Casa del Guarda,2,1,2,true,0,3,,4,2,Recreo,true,false,POINT (-4.943670838974236 40.320802756247595)
,,,,,,-1,-1,-1,,,89261,14,true,false,,SGRRF00011,Casa grande con porche y recinto vallado con árboles. Cerca del puerto de Serranillos. Utilizado por los cazadores al< paso de las palomas en el mes de noviembre,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"A 15 Km de San Esteban del Valle, por el puerto de Serranillos y desde allí a 200 metros con dirección Oeste. Desde el puerto se Serranillos a 200 m por la pista forestal",Cazadores,3,1,2,true,0,5,,4,2,Caza,true,false,POINT (-4.949162497542861 40.307612673794949)
,,,,,,-1,-1,-1,,,89262,14,false,false,,SGRRF00007,Pequeño refugio con corral a la entrada y puerta cerrada. Interior con dependencias para dormir. Cerrado.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,false,Desde la plataforma de Gredos a 25 minutos hacia la Laguna Grande y desviandose 300 m al Norte del camino en el llano de Las Pozas. Junto a los refugios de Reguero Llano. También directamente desde la plataforma a 25 minutos con dirección Oeste.,Casa de los Vaqueros,2,2,2,false,0,3,,2,2,Ganadería,true,false,POINT (-5.237250699738554 40.274883974216294)
,,,,,,-1,-1,-1,,,89263,14,true,false,,SGRRF00006,"En la cuerda de la montaña cercano a la pared de la sierra entre la Aliseda y Navamediana, a casi 2000 metros de altitud",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Casa de Gredos,1,2,2,false,0,1,,2,1,Montañismo,true,false,POINT (-5.327772191801798 40.286867121839997)
,,,,,,-1,-1,-1,,,89264,14,true,false,,SGRRF00020,En la senda de la gargfanta de Navamediana,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,false,,El Churrital,1,2,2,false,0,1,,2,1,Montañismo,false,false,POINT (-5.389739856623953 40.289460118910149)
,,,,,,-1,-1,-1,,,89273,14,true,false,false,SGRRF00019,Pequeño edificio de forma cónica con paredes de piedra y cubierta de tejas en la base del Cabeza Nevada.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,true,Por la garganta de Gredos,El Cervunal,1,2,2,false,0,1,,6,1,Montañismo,false,false,POINT (-5.288541011858094 40.290675364082404)
,,,,,,-1,-1,-1,,,89265,14,true,false,false,SGRRF00051,"Pequeño refugio con tejado a un agua. Con vistas a los Riscos de Morezón, Hermanitos de Gredos y Almanzor por el Norte; al Sur se encuentran el Valle del Tietar y el pantano de Rosarito. Usado por el vigilante de la torreta de incendio.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Desde Candeleda, por la pista del camino del Puerto de Candeleda hasta la Torreta de Incendios, unos 5 Km. Desde Poyales se llega por la pista forestal de tierra de La Garganta, pasar la Casa de La Barrera y 4 Km. Hasta La Torreta, unos 11 Km.",Las Portillas,1,1,2,false,0,1,,2,2,Otro,false,false,POINT (-5.211495344434883 40.185626262827483)
,,,,,,-1,-1,-1,,,78690,14,true,true,,FCCRF00003,"Refugio con paredes de piedra rejuntada. Anchura de muros 60 cm. y cubierta de tejas coloración gris. Tiene una puerta y una ventana, ambas de madera en la fachada. Dotaciones: 4bancos de metal, dos mesas en el interior y una escalera metalica en el interior, y un banco de madera en la fachada.",2009-12-16T23:00:00Z,2006-07-26T22:00:00Z,1,false,,Refugio de Mazobre,4,2,2,false,0,4,,3,3,,false,false,POINT (-4.777062127536043 42.952532698787714)
,,,,,,-1,-1,-1,,,89268,14,true,false,false,SGRRF00015,"Antigua cabaña de pastores con dos dependencias restaurada, una de ellas orientada al oeste y alejada de la garganta de las Pozas.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,true,Desde la plataforma de Gredos.,El Artiñuelo,2,2,2,false,0,3,,2,1,Varios,false,false,POINT (-5.244658721857882 40.283713014808711)
,,,,,,-1,-1,-1,,,89269,14,true,false,,SGRRF00038,"Típico refugio de pescadores próximo al río Tormes con pequeño porche, al pie de la pista que acaba en este punto. Cubierta a un agua.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Pista de tierra que sale del Km 24,2 de la C-500, con dirección Sur, hacia el río, de 2 km y termina en el refugio.",La Moncillera,1,1,2,false,0,1,,9,1,Pesca,true,false,POINT (-5.270031419338043 40.35099079160306)
,,,,,,-1,-1,-1,,,89270,14,true,false,,SGRRF00055,"Dos cabañas adosadas con camastros y bancos, en el camino de la Garganta de Gredos, en la margen izquierda, cerca de Roncesvalles, en zona de robles. Señalizado.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Desde Navalperal por el camino de la garganta de Gredos, a 2,3 h andando en subida . Desde la Plataforma por la garganta de Prado de las Pozas y garganta de Gredos, en bajada a 2 h.",Los Labradillos,1,2,2,false,0,1,,2,1,Montañismo,true,false,POINT (-5.270509263180478 40.309911162423155)
,,,,,,-1,-1,-1,,,89271,14,true,false,,SGRRF00071,Refugio semicircular en zona de antiguos puestos de pastores.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Desde Navalperal por la garganta de Gredos y pasado el puente de Roncesvalles, por la garganta de Las Pozas a 3 h. También desde la plataforma de Gredos por la garganta de las Pozas, en bajada y antes de llegar a la garganta de Gredos, a 1,3 h.",Roncesvalles,2,2,2,false,0,3,,2,1,Montañismo,true,false,POINT (-5.267052264001645 40.301542409776815)
,,,,,,-1,-1,-1,,,89266,14,true,false,false,SGRRF00075,"Refugio abierto en la orilla del río Arenal, en el Hornillo.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Desde el puente del Tejar, en el Hornillo a 30 metros del puente por una pista de tierra",Refugio pescadores El Tejar,1,1,2,false,0,1,,2,1,Pesca,false,false,POINT (-5.09039934207077 40.23877012998048)
,,,,,,-1,-1,-1,,,89267,14,true,false,false,SGRRF00003,"Abierto todo el año y utilizado por cazadores, montañeros y ganaderos. Tiene un gran corral de piedra alrededor",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Andando desde la pista de Brbellido y collado tejedo por una trocha a 1,3 h andando",Cañada La Huesa,3,2,2,false,0,3,,2,1,Ganadería,true,false,POINT (-5.242958847126799 40.314373164294302)
,,,,,,-1,-1,-1,,,89274,14,true,false,,SGRRF00030,"Refugio de fortuna circular sobre un antiguo chozo de pastores, con cubierta de tejas de forma cónica, en zona de montaña, alejado, en la senda de Cinco Lagunas.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Desde Navalperal por la senda de Cinco Lagunas a 2,3 h.",La Barranca,1,2,2,false,0,1,,6,1,Varios,true,false,POINT (-5.299752126981267 40.290042361343197)
,,,,,,-1,-1,-1,,,89275,14,true,false,,SGRRF00049,"Caseta de ganaderos cerca del arroyo de una sola pieza, porche de piedra a la entrada y corral grande de piedra para el ganado.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Desde el puente nuevo de Zapardiel de la Ribera por la garganta del Hornillo, a 2 h.",Las Hoyuelas,1,2,2,false,0,1,,2,1,Varios,true,false,POINT (-5.315717507087226 40.306258680727588)
,,,,,,-1,-1,-1,,,89276,14,true,false,,SGRRF00054,"Refugio de fortuna con cubierta a un agua, apoyado en una gran roca. Orientado al este, en la parte alta de la Cuerda de los Barquillos.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Desde la fuente de Navalperal remontar a la Cuerda del Barquillo, a 30 minutos.",Los Barquillos,1,2,2,false,0,1,,2,1,Varios,false,false,POINT (-5.302387962768493 40.298336575338816)
,,,,,,-1,-1,-1,,,89300,14,true,false,false,SGRRF00065,"En la garagnata de Navamediana, con suelo de cemento y cuarto de leña.",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Desde Navamediana por la garganta a 2,3 h.",Quemaculos,2,2,2,false,0,3,,2,1,Varios,true,false,POINT (-5.367384791941568 40.28639178310825)
